MESH_NM	MESH_ACC_TXT	CTD_ACTION_CD	MGI_ACTION_CD	OMIM_NM	OMIM_ID	OMIM_Designation	CREATE_BY	CREATE_BY_DATE	MOD_BY	MOD_BY_DATE	CURATOR_NOTE															
Microcephaly	D008831	L		MENTAL RETARDATION, MICROCEPHALY, GROWTH RETARDATION, JOINT CONTRACTURES, AND FACIAL DYSMORPHISM	606242	%	apd	11/3/2011	apd	11/3/2011	November 2011 OMIM synch															
Growth Disorders  	D006130	L		MENTAL RETARDATION, MICROCEPHALY, GROWTH RETARDATION, JOINT CONTRACTURES, AND FACIAL DYSMORPHISM	606242	%	apd	11/3/2011	apd	11/3/2011	November 2011 OMIM synch															
Contracture	D003286	L		MENTAL RETARDATION, MICROCEPHALY, GROWTH RETARDATION, JOINT CONTRACTURES, AND FACIAL DYSMORPHISM	606242	%	apd	11/3/2011	apd	11/3/2011	November 2011 OMIM synch															
Mental Retardation	D008607	L	L	MENTAL RETARDATION, SEVERE, WITH SPASTICITY AND PIGMENTARY TAPETORETINAL DEGENERATION	602685	%	apd	05/12/10	apd	05/12/10																
Muscle Spasticity	D009128	L	L	MENTAL RETARDATION, SEVERE, WITH SPASTICITY AND PIGMENTARY TAPETORETINAL DEGENERATION	602685	%	apd	05/12/10	apd	05/12/10																
Retinal Degeneration	D012162	L	L	MENTAL RETARDATION, SEVERE, WITH SPASTICITY AND PIGMENTARY TAPETORETINAL DEGENERATION	602685	%	apd	05/12/10	apd	05/12/10																
Bone Diseases, Developmental	D001848	L	L	MENTAL RETARDATION, SKELETAL DYSPLASIA, AND ABDUCENS PALSY	309620	%	apd	05/12/10	apd	05/12/10																
Mental Retardation	D008607	L	L	MENTAL RETARDATION, SKELETAL DYSPLASIA, AND ABDUCENS PALSY	309620	%	apd	05/12/10	apd	05/12/10																
Abducens Nerve Diseases	D020434	L	L	MENTAL RETARDATION, SKELETAL DYSPLASIA, AND ABDUCENS PALSY	309620	%	apd	05/12/10	apd	05/12/10																
Epilepsy	D004827	L	L	MENTAL RETARDATION, STEREOTYPIC MOVEMENTS, EPILEPSY, AND/OR CEREBRAL MALFORMATIONS	613443	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Mental Retardation	D008607	L	L	MENTAL RETARDATION, STEREOTYPIC MOVEMENTS, EPILEPSY, AND/OR CEREBRAL MALFORMATIONS	613443	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Muscle Hypotonia	D009123	L	L	MENTAL RETARDATION, STEREOTYPIC MOVEMENTS, EPILEPSY, AND/OR CEREBRAL MALFORMATIONS	613443	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Speech Disorders	D013064	L	L	MENTAL RETARDATION, STEREOTYPIC MOVEMENTS, EPILEPSY, AND/OR CEREBRAL MALFORMATIONS	613443	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Stereotypic Movement Disorder	D019956	L	L	MENTAL RETARDATION, STEREOTYPIC MOVEMENTS, EPILEPSY, AND/OR CEREBRAL MALFORMATIONS	613443	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
MORM syndrome	C536984	M	M	MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS	610156	#	apd	05/12/10	apd	07/21/11	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 1	309530	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental retardation, X-linked 14	C537454	M	M	MENTAL RETARDATION, X-LINKED 14	300062	[blank]	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 17	300705	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 2	300428	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 20	300047	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 21	300143	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 23	300046	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 3	309541	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 30	300558	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 42	300372	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 45	300498	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 46	300436	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 49	300114	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 50	300115	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 52	300504	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 53	300324	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 54	300419	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 58	300210	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 59	300630	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 63	300387	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 72	300271	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 73	300355	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 77	300454	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 78	300551	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 81	300433	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 82	300518	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 84	300505	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 9	309549	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 91	300577	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 93	300659	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 94	300699	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	M	L	MENTAL RETARDATION, X-LINKED 95	300716	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Snyder Robinson syndrome	C536678	M	M	MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE	309583	#	apd	05/12/10	apd	07/21/11																
Athetosis	D001264	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 10	300220	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 10	300220	%	apd	05/12/10	apd	05/31/11																
Nervous System Diseases	D009422	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 10	300220	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 11	300238	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 12	309545	%	apd	05/12/10	apd	05/12/10																
Psychotic Disorders	D011618	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13	300055	#	apd	05/12/10	apd	05/12/10																
Urogenital Abnormalities	D014564	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13	300055	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13	300055	#	apd	05/12/10	apd	05/12/10																
Muscle Spasticity	D009128	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13	300055	#	apd	05/12/10	apd	10/01/10	new mapping															
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	300676	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental retardation X-linked syndromic 7	C537449	M	M	MENTAL RETARDATION, X-LINKED, SYNDROMIC 7	300218	%	apd	05/12/10	apd	07/21/11																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE	300243	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC, JARID1C-RELATED	300534	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURNER TYPE	300706	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYNDROMIC, ZDHHC9-RELATED	300799	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, SYP-RELATED	300802	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance	C537456	M	M	MENTAL RETARDATION, X-LINKED, WITH CEREBELLAR HYPOPLASIA AND DISTINCTIVE FACIAL APPEARANCE	300486	#	apd	05/12/10	apd	10/07/10	re-mapped to new MESH															
Epilepsy	D004827	L	L	MENTAL RETARDATION, X-LINKED, WITH EPILEPSY	300423	#	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, WITH EPILEPSY	300423	#	apd	05/12/10	apd	05/12/10																
Growth Disorders	D006130	L	L	MENTAL RETARDATION, X-LINKED, WITH PANHYPOPITUITARISM	300123	#	apd	05/12/10	apd	05/12/10																
Hypopituitarism	D007018	L	L	MENTAL RETARDATION, X-LINKED, WITH PANHYPOPITUITARISM	300123	#	apd	05/12/10	apd	07/21/11																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, WITH PANHYPOPITUITARISM	300123	#	apd	05/12/10	apd	05/12/10																
Bone Diseases, Developmental	D001848	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE	300360	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE	300360	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Growth Disorders	D006130	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE	300360	%	apd	05/12/10	apd	08/26/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); added new L															
Growth Disorders	D006130	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, SMALL TESTES, MUSCLE WASTING, AND TREMOR	300354	%	apd	05/12/10	apd	05/12/10																
Hypogonadism	D007006	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, SMALL TESTES, MUSCLE WASTING, AND TREMOR	300354	%	apd	05/12/10	apd	05/12/10																
Muscular Atrophy	D009133	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, SMALL TESTES, MUSCLE WASTING, AND TREMOR	300354	%	apd	05/12/10	apd	05/12/10																
Tremor	D014202	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, SMALL TESTES, MUSCLE WASTING, AND TREMOR	300354	%	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	L	L	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, SMALL TESTES, MUSCLE WASTING, AND TREMOR	300354	%	apd	05/12/10	apd	05/12/10																
Mental retardation-hypotonic facies syndrome, x-linked, 1	C537457	M	M	MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1	309580	#	apd	05/12/10	apd	10/25/10	mapped to new MESH 2011															
Mesomelia-synostoses syndrome	C537348	M	M	MESOMELIA-SYNOSTOSES SYNDROME	600383	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Kantaputra Gorlin syndrome	C535547	M	L	MESOMELIC DYSPLASIA, KANTAPUTRA TYPE	156232	%	apd	05/12/10	apd	07/21/11																
Mesothelioma	D008654	M	M	MESOTHELIOMA, MALIGNANT	156240	%	apd	05/12/10	apd	05/12/10																
Hand Deformities, Congenital	D006228	L	L	METACARPAL 4-5 FUSION	309630	%	apd	05/12/10	apd	05/12/10																
Enchondromatosis	D004687	L	L	METACHONDROMATOSIS	156250	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Exostoses, Multiple Hereditary	D005097	L	L	METACHONDROMATOSIS	156250	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Leukodystrophy, Metachromatic	D007966	M	M	METACHROMATIC LEUKODYSTROPHY	250100	#	apd	05/12/10	apd	05/12/10																
Leukodystrophy, Metachromatic	D007966	L	L	METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY	249900	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Metaphyseal anadysplasia	C537351	L	L	METAPHYSEAL ANADYSPLASIA 2	613073	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Osteochondrodysplasias	D010009	L	L	METAPHYSEAL ANADYSPLASIA 2	613073	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Jansen type metaphyseal chondrodysplasia	C537564	M	M	METAPHYSEAL CHONDRODYSPLASIA, JANSEN TYPE	156400	#	apd	05/12/10	apd	07/21/11																
Metaphyseal chondrodysplasia Schmid type	C537352	M	M	METAPHYSEAL CHONDRODYSPLASIA, SCHMID TYPE	156500	#	smb	09/24/10	apd	07/21/11	from Joel's review 															
Limb Deformities, Congenital	D017880	L	L	METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS	250460	#	apd	05/12/10	apd	05/12/10																
Metatropic dwarfism	C537356	M	L	METATROPIC DYSPLASIA	156530	#	apd	05/12/10	apd	07/21/11	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Anemia, Megaloblastic	D000749	L	L	METHYLCOBALAMIN DEFICIENCY, CBLG TYPE	250940	#	apd	05/12/10	apd	05/12/10																
Homocystinuria	D006712	L	L	METHYLCOBALAMIN DEFICIENCY, CBLG TYPE	250940	#	apd	05/12/10	apd	05/12/10																
Methylmalonic acidemia with homocystinuria	C537359	L	L	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE	277400	#	apd	05/12/10	apd	05/12/10																
Methylmalonic acidemia with homocystinuria	C537359	L	L	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblD TYPE	277410	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Methylmalonic acidemia with homocystinuria	C537359	L	L	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE	277380	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Methylmalonic acidemia	C537358	L	L	METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY	251000	#	apd	05/12/10	apd	05/12/10																
Methylmalonic acidemia	C537358	L	L	METHYLMALONIC ACIDURIA DUE TO TRANSCOBALAMIN RECEPTOR DEFECT	613646	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Methylmalonic aciduria cblA type	C537360	M	M	METHYLMALONIC ACIDURIA, CBLA TYPE	251100	#	apd	05/12/10	apd	07/21/11																
Methylmalonic aciduria cblB type	C537361	M	M	METHYLMALONIC ACIDURIA, CBLB TYPE	251110	#	apd	05/12/10	apd	07/21/11																
Amino Acid Metabolism, Inborn Errors	D000592	L	L	METHYLMALONYL-CoA EPIMERASE DEFICIENCY	251120	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Mevalonate Kinase Deficiency	D054078	M	L	MEVALONIC ACIDURIA	610377	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Microcephalic osteodysplastic primordial dwarfism, type 1	C537577	M	M	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I	210710	%	apd	05/12/10	apd	07/21/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Microcephalic osteodysplastic primordial dwarfism, type 2	C537578	M	M	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II	210720	#	apd	05/12/10	apd	07/21/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Microcephaly	D008831	L	L	MICROCEPHALY WITH MENTAL RETARDATION AND DIGITAL ANOMALIES	251255	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Hand Deformities, Congenital	D006228	L	L	MICROCEPHALY WITH MENTAL RETARDATION AND DIGITAL ANOMALIES	251255	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Mental Retardation	D008607	L	L	MICROCEPHALY WITH MENTAL RETARDATION AND DIGITAL ANOMALIES	251255	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Microcephaly	D008831	L	L	MICROCEPHALY, AMISH TYPE	607196	#	apd	05/12/10	apd	05/12/10																
Developmental Disabilities	 D002658	L	L	MICROCEPHALY, MENTAL RETARDATION, AND DISTINCTIVE FACIES, WITH CARDIAC AND GENITOURINARY MALFORMATIONS	613680	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Heart Defects, Congenital	D006330	L	L	MICROCEPHALY, MENTAL RETARDATION, AND DISTINCTIVE FACIES, WITH CARDIAC AND GENITOURINARY MALFORMATIONS	613680	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Mental Retardation	D008607	L	L	MICROCEPHALY, MENTAL RETARDATION, AND DISTINCTIVE FACIES, WITH CARDIAC AND GENITOURINARY MALFORMATIONS	613680	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Microcephaly	D008831	L	L	MICROCEPHALY, MENTAL RETARDATION, AND DISTINCTIVE FACIES, WITH CARDIAC AND GENITOURINARY MALFORMATIONS	613680	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Urogenital Abnormalities	D014564	L	L	MICROCEPHALY, MENTAL RETARDATION, AND DISTINCTIVE FACIES, WITH CARDIAC AND GENITOURINARY MALFORMATIONS	613680	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Facies	D019066	L	L	MICROCEPHALY, MENTAL RETARDATION, AND DISTINCTIVE FACIES, WITH CARDIAC AND GENITOURINARY MALFORMATIONS	613680	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Atrophy	D001284	L	L	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY	613668	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Brain Diseases	D001927	L	L	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY	613668	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Microcephaly	D008831	L	L	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY	613668	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Seizures	D012640	L	L	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY	613668	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1	251200	#	apd	05/12/10	apd	05/12/10																
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 2	604317	%	apd	05/12/10	apd	05/12/10																
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 3	604804	#	apd	05/12/10	apd	05/12/10																
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 4	604321	%	apd	05/12/10	apd	05/12/10																
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 5	608716	#	apd	05/12/10	apd	05/12/10																
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 6	608393	#	apd	05/12/10	apd	05/12/10																
Microcephaly	D008831	L	L	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 7	612703	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Developmental Disabilities	D002658	L	L	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY	613402	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Microcephaly	D008831	L	L	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY	613402	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Seizures	D012640	L	L	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY	613402	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Microcoria, congenital	C537550	M	M	MICROCORIA, CONGENITAL	156600	%	apd	05/12/10	apd	10/25/10	mapped to new MESH 2011															
